NextExisting1Value,NextExisting2Value,NextExisting3Value,NextExisting7Value,NextExisting14Value,NextExisting21Value,NextExisting30Value
30.0,28.0,23.3333333333,23.3333333333,23.5555555556,25.4615384615,30.2631578947
101.0,92.5,81.3333333333,81.3333333333,73.2222222222,72.1538461538,68.8421052632
56.0,56.0,50.0,50.0,46.8888888889,50.0,47.1052631579
46.0,47.5,43.6666666667,43.6666666667,38.6666666667,39.5384615385,38.3684210526
91.0,319.5,229.0,229.0,121.111111111,106.076923077,96.1578947368
103.0,96.5,90.0,90.0,87.3333333333,87.6923076923,88.8947368421
77.0,80.5,76.3333333333,76.3333333333,72.8888888889,71.4615384615,74.9473684211
239.0,219.0,207.0,207.0,181.333333333,181.307692308,178.736842105
176.0,168.5,157.333333333,157.333333333,150.222222222,154.230769231,155.947368421
31.0,27.0,21.6666666667,21.6666666667,24.3333333333,24.6153846154,24.8421052632
81.0,83.0,69.6666666667,69.6666666667,67.4444444444,62.8461538462,65.3684210526
231.0,209.5,203.0,203.0,199.777777778,203.384615385,212.736842105
176.0,163.0,156.333333333,156.333333333,157.444444444,157.153846154,146.157894737
69.0,72.5,69.6666666667,69.6666666667,85.4444444444,82.4615384615,79.3157894737
66.0,72.5,58.0,58.0,46.4444444444,45.5384615385,46.5263157895
119.0,114.0,97.0,97.0,83.1111111111,78.7692307692,75.6842105263
141.0,121.0,107.333333333,107.333333333,104.444444444,106.307692308,106.421052632
58.0,58.5,51.0,51.0,44.8888888889,46.3846153846,46.1052631579
262.0,239.0,219.333333333,219.333333333,227.444444444,222.461538462,212.368421053
125.0,119.5,99.0,99.0,89.6666666667,84.1538461538,83.4210526316
36.0,34.5,32.6666666667,32.6666666667,33.0,34.6923076923,35.3684210526
203.0,198.0,178.333333333,178.333333333,177.666666667,182.230769231,183.473684211
83.0,68.5,68.5,64.6666666667,56.875,59.1538461538,53.8421052632
84.0,71.5,71.5,80.0,69.75,70.5384615385,66.5263157895
150.0,146.5,146.5,159.333333333,155.125,155.153846154,143.157894737
26.0,20.0,20.0,21.6666666667,22.75,26.6923076923,30.4736842105
90.0,83.5,83.5,88.6666666667,85.375,87.1538461538,88.3684210526
138.0,121.0,121.0,118.333333333,115.0,127.076923077,130.894736842
109.0,86.0,86.0,89.3333333333,78.625,75.3076923077,73.4736842105
23.0,17.0,17.0,24.0,23.5,25.3846153846,24.5789473684
193.0,166.0,166.0,170.666666667,174.5,181.538461538,182.315789474
216.0,198.0,198.0,235.0,223.125,222.692307692,208.105263158
88.0,69.0,69.0,69.6666666667,61.625,59.1538461538,60.7894736842
22.0,20.0,20.0,15.0,20.125,20.1538461538,23.5263157895
56.0,47.0,47.0,46.3333333333,45.75,49.7692307692,47.0
111.0,96.5,96.5,103.666666667,97.75,105.615384615,103.157894737
226.0,184.5,184.5,202.0,186.375,197.461538462,196.736842105
33.0,31.0,31.0,32.3333333333,32.625,35.0,36.1052631579
131.0,127.0,127.0,138.333333333,142.0,149.692307692,140.578947368
75.0,60.0,60.0,60.3333333333,52.75,56.9230769231,55.7368421053
85.0,64.0,64.0,73.6666666667,65.75,63.1538461538,64.9473684211
52.0,39.5,39.5,37.3333333333,36.25,36.1538461538,36.3684210526
64.0,75.0,75.0,75.0,91.375,87.3846153846,82.7368421053
101.0,90.5,90.5,97.0,99.875,106.230769231,104.052631579
79.0,54.0,54.0,51.6666666667,44.0,45.7692307692,45.0526315789
114.0,86.0,86.0,96.6666666667,85.25,81.5384615385,80.1578947368
49.0,42.5,42.5,43.3333333333,37.75,38.6923076923,37.5789473684
70.0,56.0,56.0,53.3333333333,48.0,46.3076923077,43.8947368421
205.0,178.0,178.0,169.333333333,180.25,187.769230769,184.263157895
59.0,47.5,47.5,49.3333333333,43.25,46.0769230769,44.5263157895
73.0,83.5,83.5,82.6666666667,91.0,93.1538461538,99.1052631579
84.0,76.0,76.0,80.6666666667,72.375,76.3846153846,74.4736842105
188.0,189.0,189.0,198.666666667,195.875,208.153846154,209.315789474
548.0,298.0,298.0,225.333333333,124.875,106.692307692,93.4736842105
45.0,44.5,44.5,49.6666666667,45.25,43.0,42.7894736842
199.0,191.0,191.0,175.666666667,174.125,175.615384615,175.842105263
98.0,86.5,86.5,91.3333333333,81.625,87.9230769231,95.2631578947
54.0,56.0,56.0,54.3333333333,59.5,66.9230769231,65.0526315789
46.0,39.5,39.5,42.3333333333,48.75,54.0,53.7368421053
76.0,70.0,70.0,73.0,87.5,84.8461538462,79.1578947368
84.0,76.0,76.0,71.3333333333,70.125,153.923076923,131.578947368
38.0,38.0,38.0,35.0,32.5,35.0769230769,36.1052631579
161.0,148.0,148.0,151.666666667,147.0,154.923076923,154.368421053
83.0,77.0,77.0,83.6666666667,81.375,82.7692307692,83.6842105263
68.0,68.0,68.0,80.6666666667,70.625,75.1538461538,72.2631578947
58.0,58.0,58.0,58.3333333333,62.375,70.1538461538,65.5789473684
143.0,143.0,143.0,150.666666667,156.25,154.153846154,141.0
123.0,123.0,123.0,144.0,143.5,150.769230769,139.947368421
36.0,36.0,36.0,44.6666666667,42.625,46.1538461538,43.3157894737
104.0,104.0,104.0,110.666666667,116.625,126.923076923,132.157894737
38.0,38.0,38.0,33.6666666667,32.5,36.9230769231,35.5789473684
190.0,190.0,190.0,194.666666667,199.875,211.923076923,200.052631579
43.0,43.0,43.0,77.0,64.125,63.4615384615,65.8947368421
135.0,135.0,135.0,144.666666667,150.25,158.615384615,151.105263158
45.0,45.0,45.0,59.6666666667,53.375,58.2307692308,54.5789473684
180.0,180.0,180.0,250.333333333,225.125,220.538461538,203.0
68.0,68.0,68.0,64.0,69.625,154.076923077,131.210526316
59.0,59.0,59.0,82.0,72.0,69.6923076923,65.3684210526
29.0,29.0,29.0,32.6666666667,35.625,35.8461538462,37.5789473684
33.0,33.0,33.0,44.0,50.625,54.0,54.2631578947
75.0,75.0,75.0,86.0,81.125,91.8461538462,95.0526315789
143.0,143.0,143.0,199.0,186.125,198.461538462,194.631578947
63.0,63.0,63.0,74.3333333333,74.75,72.3076923077,72.1578947368
151.0,151.0,151.0,165.666666667,178.875,191.153846154,183.210526316
18.0,18.0,18.0,13.6666666667,20.125,20.9230769231,23.3684210526
48.0,48.0,48.0,64.0,68.375,70.6153846154,68.8947368421
50.0,50.0,50.0,63.3333333333,57.375,58.7692307692,58.5789473684
64.0,64.0,64.0,71.3333333333,87.375,84.6923076923,78.2631578947
86.0,86.0,86.0,88.6666666667,93.25,87.4615384615,82.3157894737
29.0,29.0,29.0,39.3333333333,40.375,44.2307692308,43.2105263158
58.0,58.0,58.0,92.6666666667,83.125,79.3846153846,77.6315789474
54.0,54.0,54.0,55.0,55.5,56.6153846154,52.0526315789
38.0,38.0,38.0,43.3333333333,44.625,48.8461538462,46.0526315789
94.0,94.0,94.0,91.3333333333,90.625,95.3846153846,101.631578947
42.0,42.0,42.0,43.3333333333,44.875,44.8461538462,41.8947368421
80.0,80.0,80.0,97.6666666667,99.25,105.846153846,102.578947368
11.0,11.0,11.0,23.6666666667,23.875,25.7692307692,24.3684210526
183.0,183.0,183.0,169.333333333,170.25,174.538461538,176.052631579
77.0,77.0,77.0,86.0,85.625,86.4615384615,87.4210526316
71.0,71.0,71.0,77.0,82.625,81.7692307692,84.1052631579
139.0,139.0,139.0,160.333333333,175.25,181.692307692,181.789473684
44.0,44.0,44.0,46.6666666667,43.625,42.6153846154,42.6315789474
82.0,82.0,82.0,87.3333333333,101.375,106.230769231,111.947368421
27.0,27.0,27.0,31.6666666667,33.5,36.3076923077,35.5
14.0,14.0,14.0,19.3333333333,24.375,29.4615384615,31.8947368421
36.0,36.0,36.0,43.3333333333,37.5,38.0769230769,36.5789473684
,,,98.3333333333,92.875,87.6923076923,81.4210526316
,,,32.6666666667,31.25,37.2307692308,35.5263157895
,,,42.6666666667,44.75,46.2307692308,43.3157894737
,,,20.6666666667,25.125,30.7692307692,33.7368421053
,,,79.0,82.625,94.0769230769,96.7894736842
,,,72.6666666667,75.5,71.0769230769,72.4736842105
,,,73.3333333333,63.125,64.3076923077,65.8421052632
,,,252.666666667,224.375,218.692307692,200.157894737
,,,105.666666667,118.75,128.153846154,133.315789474
,,,90.0,102.375,106.0,114.368421053
,,,27.6666666667,26.125,26.2307692308,24.6315789474
,,,51.6666666667,56.125,55.5384615385,51.7894736842
,,,86.3333333333,84.125,89.1538461538,88.3684210526
,,,69.0,68.5,71.8461538462,69.2631578947
,,,62.0,70.875,157.615384615,131.052631579
,,,68.0,87.625,84.8461538462,77.4210526316
,,,109.0,99.5,106.692307692,103.0
,,,31.0,35.125,36.0769230769,39.4210526316
,,,44.0,44.5,43.3846153846,41.9473684211
,,,50.0,53.125,55.0769230769,56.4210526316
,,,41.0,41.125,44.0769230769,43.2105263158
,,,147.666666667,154.75,151.153846154,141.105263158
,,,81.0,69.25,74.3076923077,72.7368421053
,,,34.3333333333,33.375,37.2307692308,36.4444444444
,,,45.6666666667,43.875,42.3846153846,42.5263157895
,,,92.0,92.375,96.2307692308,103.631578947
,,,146.333333333,144.625,151.076923077,141.368421053
,,,201.666666667,189.25,200.0,196.210526316
,,,17.3333333333,20.25,21.4615384615,23.6842105263
,,,173.0,175.5,183.461538462,183.526315789
,,,42.6666666667,37.625,38.0,36.4210526316
,,,100.333333333,83.5,82.3846153846,80.6842105263
,,,82.0,82.125,83.0769230769,86.6315789474
,,,75.3333333333,71.875,68.6153846154,65.2105263158
,,,44.0,46.625,49.6923076923,47.0526315789
,,,50.3333333333,52.875,57.6153846154,55.6315789474
,,,55.6666666667,62.375,68.9230769231,64.5789473684
,,,179.333333333,175.625,191.307692308,182.473684211
,,,187.333333333,199.875,213.769230769,200.894736842
,,,165.666666667,164.75,175.538461538,176.421052632
,,,61.0,55.875,59.2307692308,59.8421052632
,,,146.0,147.125,158.692307692,150.157894737
,,,94.75,102.375,106.0,113.35
,,,65.75,63.125,64.3076923077,64.9
,,,70.0,71.875,68.6153846154,65.8
,,,89.0,83.5,82.3846153846,80.9
,,,62.0,68.5,71.8461538462,68.5
,,,78.5,82.125,83.0769230769,86.25
,,,237.25,224.375,218.692307692,197.4
,,,64.0,70.875,157.615384615,128.15
,,,49.25,52.875,57.6153846154,55.45
,,,103.75,118.75,128.153846154,132.25
,,,29.75,31.25,37.2307692308,35.85
,,,90.75,92.375,96.2307692308,104.85
,,,185.0,199.875,213.769230769,199.55
,,,19.75,25.125,30.7692307692,33.8
,,,165.25,164.75,175.538461538,175.75
,,,76.0,75.5,71.0769230769,72.3
,,,18.25,20.25,21.4615384615,23.6
,,,85.0,84.125,89.1538461538,88.1
,,,98.75,92.875,87.6923076923,80.4
,,,147.0,154.75,151.153846154,141.95
,,,137.25,147.125,158.692307692,147.8
,,,25.25,26.125,26.2307692308,23.9
,,,136.75,144.625,151.076923077,141.65
,,,39.25,37.625,38.0,35.95
,,,39.75,41.125,44.0769230769,43.95
,,,77.5,87.625,84.8461538462,75.7
,,,103.0,99.5,106.692307692,102.6
,,,56.25,62.375,68.9230769231,64.4
,,,36.0,33.375,37.2307692308,36.6842105263
,,,41.75,44.5,43.3846153846,41.25
,,,32.0,35.125,36.0769230769,41.9
,,,176.5,175.625,191.307692308,179.45
,,,76.75,82.625,94.0769230769,97.15
,,,40.25,44.75,46.2307692308,42.95
,,,57.0,55.875,59.2307692308,60.45
,,,72.75,69.25,74.3076923077,73.0
,,,51.0,56.125,55.5384615385,51.5
,,,43.75,46.625,49.6923076923,48.0
,,,190.25,189.25,200.0,197.65
,,,170.0,175.5,183.461538462,184.1
,,,45.75,43.875,42.3846153846,42.1
,,,52.0,53.125,55.0769230769,56.0
,,38.0,26.6,26.125,24.7857142857,23.9047619048
,,118.0,93.6,102.375,105.571428571,114.761904762
,,45.0,41.2,46.625,48.6428571429,48.7619047619
,,218.0,181.6,199.875,214.571428571,202.714285714
,,309.0,220.8,224.375,214.071428571,199.380952381
,,48.0,41.2,44.5,43.2857142857,41.9523809524
,,99.0,81.4,84.125,87.9285714286,91.1904761905
,,61.0,47.8,52.875,57.1428571429,55.5714285714
,,53.0,40.6,44.75,45.8571428571,43.1428571429
,,29.0,32.2,31.25,36.5714285714,35.1428571429
,,161.0,137.8,144.625,148.285714286,144.476190476
,,152.0,170.6,175.625,187.714285714,180.428571429
,,51.0,52.8,62.375,67.4285714286,64.9047619048
,,25.0,20.8,25.125,30.2857142857,34.4761904762
,,159.0,135.0,147.125,155.428571429,147.142857143
,,145.0,154.4,164.75,176.0,179.714285714
,,33.0,33.6,33.375,36.7857142857,36.3
,,110.0,100.0,99.5,105.857142857,104.80952381
,,81.0,96.0,92.375,96.5714285714,104.619047619
,,80.0,62.8,68.5,71.4285714286,69.1428571429
,,47.0,39.4,41.125,44.5714285714,45.6666666667
,,79.0,85.6,87.625,83.4285714286,76.2380952381
,,93.0,66.2,63.125,63.6428571429,64.7619047619
,,118.0,87.4,83.5,80.1428571429,81.380952381
,,113.0,104.6,118.75,131.428571429,132.523809524
,,62.0,63.4,70.875,153.857142857,125.0
,,48.0,51.2,53.125,56.0,57.380952381
,,96.0,72.2,75.5,70.5714285714,72.619047619
,,180.0,167.6,175.5,187.428571429,187.047619048
,,45.0,37.8,37.625,37.4285714286,36.0476190476
,,57.0,52.0,56.125,54.3571428571,51.4761904762
,,237.0,182.2,189.25,199.357142857,198.761904762
,,5.0,18.6,20.25,22.4285714286,24.5238095238
,,75.0,96.6,92.875,86.3571428571,80.0952380952
,,101.0,74.2,82.625,95.4285714286,98.1428571429
,,90.0,71.4,69.25,74.9285714286,73.7619047619
,,97.0,78.4,82.125,83.9285714286,86.1428571429
,,35.0,32.0,35.125,35.2857142857,44.4285714286
,,97.0,67.6,71.875,67.7857142857,67.2857142857
,,185.0,145.0,154.75,149.857142857,143.904761905
,,71.0,56.6,55.875,59.2857142857,61.8095238095
,,60.0,43.4,43.875,43.0,41.7619047619
,29.0,31.5,32.2,33.1111111111,36.6666666667,35.4090909091
,61.0,67.0,47.8,53.4444444444,56.2666666667,57.4545454545
,180.0,171.0,167.6,175.777777778,185.666666667,190.727272727
,5.0,11.5,18.6,19.0,22.9333333333,25.3636363636
,309.0,285.5,220.8,218.777777778,211.533333333,200.363636364
,97.0,80.0,78.4,80.5555555556,84.6666666667,86.2272727273
,118.0,110.0,87.4,79.7777777778,79.4666666667,81.9090909091
,53.0,49.0,40.6,44.4444444444,44.4,44.8636363636
,101.0,91.5,74.2,85.2222222222,95.9333333333,99.3181818182
,80.0,72.0,62.8,67.4444444444,71.6,69.9090909091
,93.0,94.0,66.2,60.8888888889,63.7333333333,66.4090909091
,60.0,48.0,43.4,43.7777777778,42.2,42.0
,45.0,47.0,37.8,37.5555555556,36.7333333333,37.4090909091
,118.0,90.0,93.6,100.0,105.666666667,113.954545455
,218.0,197.0,181.6,200.777777778,213.8,205.136363636
,35.0,34.5,32.0,35.2222222222,35.0666666667,47.3636363636
,79.0,75.0,85.6,86.4444444444,82.4666666667,78.0454545455
,57.0,55.5,52.0,55.0,53.5333333333,52.2272727273
,48.0,44.0,41.2,43.1111111111,42.4666666667,42.1818181818
,110.0,106.5,100.0,101.0,106.733333333,105.409090909
,159.0,149.5,135.0,148.888888889,155.533333333,148.272727273
,145.0,162.5,154.4,169.0,174.133333333,182.227272727
,237.0,227.0,182.2,192.333333333,198.0,202.954545455
,33.0,34.0,33.6,34.6666666667,36.2,36.380952381
,99.0,90.5,81.4,82.8888888889,88.6,90.4545454545
,25.0,22.0,20.8,25.5555555556,29.7333333333,34.9545454545
,62.0,62.0,63.4,72.6666666667,148.0,121.954545455
,75.0,90.0,96.6,91.0,86.1333333333,81.0909090909
,90.0,87.0,71.4,70.5555555556,74.4666666667,74.8636363636
,152.0,173.0,170.6,176.444444444,183.6,181.409090909
,45.0,46.0,41.2,48.3333333333,47.1333333333,49.4545454545
,38.0,30.0,26.6,25.5555555556,24.8,24.4090909091
,71.0,70.0,56.6,55.2222222222,59.0,63.2727272727
,185.0,154.5,145.0,155.111111111,147.066666667,145.954545455
,97.0,93.5,67.6,70.1111111111,66.2666666667,68.6363636364
,96.0,80.0,72.2,73.5555555556,69.3333333333,74.3636363636
,48.0,49.5,51.2,55.4444444444,55.8,57.8636363636
,161.0,154.5,137.8,146.666666667,145.933333333,148.227272727
,47.0,44.5,39.4,41.1111111111,43.1333333333,46.0909090909
,81.0,90.0,96.0,91.2222222222,98.0,104.863636364
,51.0,58.5,52.8,61.5555555556,66.7333333333,65.5454545455
,113.0,114.0,104.6,121.222222222,131.4,134.136363636
161.0,154.5,146.333333333,147.0,149.7,145.933333333,149.304347826
113.0,114.0,105.666666667,113.0,126.7,131.4,134.304347826
90.0,87.0,81.0,71.1666666667,70.0,74.4666666667,74.7826086957
145.0,162.5,165.666666667,168.5,173.6,174.133333333,183.565217391
96.0,80.0,72.6666666667,76.1666666667,73.3,69.3333333333,75.4347826087
80.0,72.0,69.0,67.1666666667,69.2,71.6,70.3913043478
309.0,285.5,252.666666667,231.5,223.4,211.533333333,200.217391304
81.0,90.0,92.0,93.5,92.2,98.0,106.869565217
97.0,93.5,75.3333333333,69.1666666667,69.4,66.2666666667,69.347826087
99.0,90.5,86.3333333333,86.0,87.0,88.6,90.1739130435
118.0,110.0,100.333333333,85.0,79.7,79.4666666667,83.1739130435
60.0,48.0,45.6666666667,45.5,43.3,42.2,41.9130434783
45.0,46.0,44.0,45.3333333333,50.0,47.1333333333,49.2608695652
25.0,22.0,20.6666666667,23.6666666667,26.1,29.7333333333,35.4782608696
47.0,44.5,41.0,40.6666666667,41.8,43.1333333333,46.7826086957
45.0,47.0,42.6666666667,36.1666666667,38.3,36.7333333333,38.0434782609
180.0,171.0,173.0,177.333333333,183.4,185.666666667,194.260869565
101.0,91.5,79.0,80.0,86.6,95.9333333333,99.1304347826
53.0,49.0,42.6666666667,41.8333333333,45.0,44.4,45.6956521739
93.0,94.0,73.3333333333,66.3333333333,60.8,63.7333333333,66.9565217391
118.0,90.0,90.0,98.1666666667,102.7,105.666666667,113.608695652
5.0,11.5,17.3333333333,20.1666666667,20.6,22.9333333333,26.3043478261
35.0,34.5,31.0,33.1666666667,35.3,35.0666666667,49.7826086957
48.0,49.5,50.0,51.8333333333,56.7,55.8,58.2173913043
152.0,173.0,179.333333333,181.0,180.0,183.6,181.043478261
185.0,154.5,147.666666667,158.0,157.4,147.066666667,145.695652174
62.0,62.0,62.0,68.1666666667,76.0,148.0,119.565217391
51.0,58.5,55.6666666667,60.6666666667,67.4,66.7333333333,66.5217391304
159.0,149.5,146.0,146.666666667,153.3,155.533333333,149.347826087
237.0,227.0,201.666666667,187.0,196.9,198.0,206.086956522
110.0,106.5,109.0,103.0,106.0,106.733333333,105.173913043
97.0,80.0,82.0,82.8333333333,82.6,84.6666666667,87.1304347826
61.0,67.0,50.3333333333,50.3333333333,54.6,56.2666666667,57.3043478261
33.0,34.0,34.3333333333,35.1666666667,35.0,36.2,36.2272727273
57.0,55.5,51.6666666667,53.0,56.3,53.5333333333,52.9565217391
218.0,197.0,187.333333333,198.166666667,203.5,213.8,204.565217391
79.0,75.0,68.0,93.3333333333,86.3,82.4666666667,78.0434782609
29.0,31.5,32.6666666667,30.6666666667,34.0,36.6666666667,35.9130434783
48.0,44.0,44.0,45.3333333333,44.9,42.4666666667,42.2608695652
75.0,90.0,98.3333333333,96.8333333333,90.8,86.1333333333,81.6956521739
71.0,70.0,61.0,59.1666666667,55.5,59.0,63.7391304348
38.0,30.0,27.6666666667,25.6666666667,25.5,24.8,24.6956521739
62.0,62.0,64.6666666667,69.4,178.7,154.142857143,119.956521739
45.0,37.5,36.0,39.6,45.1,43.7857142857,45.1304347826
73.0,45.0,45.3333333333,48.2,55.9,55.9285714286,57.1739130435
140.0,139.5,130.0,144.2,155.9,155.285714286,147.173913043
34.0,34.5,30.0,31.0,35.1,37.2142857143,36.2173913043
62.0,76.0,87.0,94.2,106.2,104.785714286,113.652173913
18.0,23.5,22.6666666667,23.2,21.7,24.2142857143,28.347826087
40.0,42.0,39.6666666667,44.8,44.2,42.0714285714,41.6086956522
194.0,193.0,184.666666667,186.8,193.3,185.857142857,180.739130435
84.0,76.5,67.0,67.4,75.1,73.3571428571,73.347826087
64.0,61.0,69.3333333333,72.2,71.1,67.4285714286,73.3043478261
63.0,74.5,72.3333333333,80.0,82.5,83.7857142857,86.0
105.0,110.0,106.666666667,101.2,91.1,86.9285714286,82.2173913043
102.0,91.5,79.3333333333,78.4,77.0,76.7142857143,78.2608695652
115.0,102.0,100.666666667,113.0,129.7,132.714285714,133.739130435
103.0,108.5,100.666666667,101.6,109.0,106.5,104.52173913
47.0,43.5,43.3333333333,45.4,50.8,47.2857142857,50.0434782609
34.0,29.0,31.0,32.8,35.8,35.0714285714,51.652173913
180.0,176.0,172.0,173.2,175.6,176.214285714,185.086956522
35.0,35.0,37.0,35.6,35.8,36.4285714286,36.3636363636
69.0,56.0,52.3333333333,56.8,56.0,58.1428571429,63.4782608696
148.0,139.0,128.666666667,144.2,153.1,144.857142857,146.043478261
217.0,184.0,174.666666667,177.0,196.1,195.214285714,204.565217391
90.0,64.5,61.0,63.6,67.7,64.0714285714,67.3043478261
49.0,41.5,37.3333333333,34.4,37.3,36.1428571429,37.6086956522
66.0,58.0,58.0,62.6,70.7,67.8571428571,66.4347826087
99.0,97.5,94.0,96.0,96.3,99.2142857143,109.826086957
36.0,38.5,41.0,42.6,41.0,40.9285714286,41.0869565217
162.0,169.5,166.666666667,176.8,184.8,186.071428571,195.0
95.0,63.5,56.6666666667,61.0,60.0,61.6428571429,65.1739130435
54.0,49.0,49.0,52.2,57.5,53.2857142857,52.1304347826
22.0,22.5,21.0,23.2,25.8,23.8571428571,23.6956521739
82.0,80.0,80.3333333333,83.4,86.7,87.8571428571,89.8260869565
19.0,18.5,18.0,23.4,28.2,30.0714285714,36.7391304348
176.0,172.0,174.0,194.2,211.0,213.5,202.173913043
64.0,63.5,56.0,64.6,71.1,71.0,70.3043478261
51.0,51.0,53.3333333333,52.6,57.5,56.3571428571,58.9130434783
124.0,129.0,134.333333333,152.6,153.9,144.357142857,144.173913043
42.0,38.0,37.3333333333,39.4,44.0,42.8571428571,46.7826086957
71.0,62.5,77.0,96.2,88.4,82.7142857143,77.7391304348
262.0,224.5,213.333333333,216.0,219.0,204.571428571,195.173913043
82.0,68.0,68.6666666667,75.8,86.9,95.5714285714,98.4782608696
86.0,77.0,77.3333333333,86.0,83.2,86.4285714286,87.0454545455
172.0,168.0,149.0,170.8,176.1,175.0,185.318181818
90.0,99.5,96.0,109.8,111.9,107.642857143,116.0
51.0,54.5,52.3333333333,54.6,57.0,56.3571428571,59.2727272727
40.0,41.5,38.0,45.4,50.5,46.6428571429,50.1818181818
54.0,62.0,62.6666666667,78.2,93.6,97.2142857143,99.2272727273
23.0,20.5,24.3333333333,24.0,26.4,24.7857142857,23.7727272727
24.0,29.5,30.3333333333,37.4,36.8,36.0714285714,52.4545454545
139.0,125.0,125.333333333,153.6,162.8,156.571428571,147.5
63.0,52.0,56.6666666667,71.0,72.6,71.1428571429,70.5909090909
151.0,153.5,152.333333333,178.4,198.3,197.285714286,204.0
96.0,91.5,100.0,90.2,96.6,100.571428571,110.318181818
35.0,28.0,32.6666666667,31.8,37.9,36.3571428571,36.3181818182
54.0,80.0,92.6666666667,97.0,88.7,82.0,78.0454545455
39.0,46.5,50.3333333333,66.0,66.0,62.6428571429,66.2727272727
34.0,35.0,36.0,41.0,45.7,44.3571428571,47.0
114.0,99.5,95.6666666667,100.2,108.3,106.214285714,104.590909091
18.0,17.5,20.0,27.4,32.5,32.9285714286,37.5454545455
32.0,37.5,47.6666666667,56.4,59.4,60.3571428571,63.8181818182
187.0,189.0,177.666666667,210.0,211.6,200.428571429,192.136363636
168.0,173.0,171.333333333,203.0,217.1,217.071428571,203.363636364
