NextExisting1Value,NextExisting2Value,NextExisting3Value,NextExisting7Value,NextExisting14Value,NextExisting21Value,NextExisting30Value
,119.0,127.5,175.4,155.909090909,159.882352941,153.347826087
,84.0,90.0,155.2,133.272727273,131.647058824,125.565217391
,256.0,247.5,298.0,286.545454545,286.941176471,284.565217391
,39.0,39.5,54.2,55.1818181818,58.4705882353,59.9130434783
,38.0,45.5,70.8,66.9090909091,65.7058823529,66.8260869565
,57.0,56.0,67.0,74.3636363636,74.1176470588,72.3043478261
,56.0,70.0,94.0,101.454545455,100.411764706,96.0
,48.0,52.5,80.2,78.3636363636,79.7058823529,78.8260869565
,326.0,300.5,406.2,390.636363636,388.882352941,376.260869565
,80.0,71.0,89.4,82.6363636364,83.5882352941,83.1739130435
,216.0,188.5,235.0,240.181818182,242.294117647,237.130434783
,152.0,159.5,207.2,205.272727273,213.0,212.956521739
,80.0,83.0,96.2,87.5454545455,83.0,82.9565217391
,28.0,26.0,213.8,120.636363636,87.1764705882,70.6956521739
,31.0,33.5,44.6,44.6363636364,43.8823529412,43.4782608696
,56.0,58.0,83.4,85.7272727273,86.4117647059,87.0
,21.0,24.5,38.2,41.5454545455,61.5294117647,70.2608695652
,27.0,33.0,52.6,47.0909090909,45.9411764706,50.4782608696
,52.0,58.5,83.4,78.4545454545,78.4117647059,75.8695652174
,157.0,156.5,162.8,160.272727273,160.352941176,160.130434783
,96.0,98.0,139.4,132.454545455,138.294117647,137.565217391
,85.0,84.0,120.8,123.272727273,128.176470588,125.043478261
,32.0,29.0,38.4,41.1818181818,39.5294117647,39.4782608696
,197.0,166.5,187.4,186.0,197.294117647,201.782608696
,82.0,66.5,98.0,92.9090909091,92.1764705882,94.2608695652
,61.0,56.5,83.4,89.0909090909,86.7058823529,82.7391304348
,66.0,72.5,84.0,69.5454545455,65.5882352941,63.6956521739
,61.0,64.0,84.4,84.1818181818,85.2941176471,86.6956521739
,83.0,103.0,118.0,119.727272727,125.647058824,125.739130435
,51.0,50.0,66.0,74.5454545455,75.0,74.3913043478
,120.0,114.5,168.2,178.272727273,176.882352941,173.652173913
,30.0,30.5,43.4,44.3636363636,48.2941176471,50.8260869565
120.0,108.0,108.0,142.833333333,129.272727273,136.555555556,129.125
33.0,43.0,43.0,68.6666666667,64.6363636364,67.4444444444,65.7916666667
83.0,103.0,103.0,124.0,119.727272727,125.5,125.375
52.0,58.5,58.5,88.3333333333,78.4545454545,79.8333333333,74.3333333333
72.0,77.5,77.5,149.333333333,129.727272727,140.888888889,134.583333333
224.0,230.0,230.0,300.5,276.545454545,289.944444444,275.208333333
62.0,48.0,48.0,56.1666666667,55.3636363636,54.7222222222,52.0833333333
26.0,28.0,28.0,34.1666666667,29.6363636364,30.7222222222,28.75
80.0,71.0,71.0,86.1666666667,82.6363636364,84.1666666667,81.7083333333
123.0,110.0,110.0,225.333333333,185.818181818,170.722222222,160.041666667
60.0,64.0,64.0,98.0,91.8181818182,94.1111111111,92.8333333333
123.0,112.5,112.5,156.0,143.909090909,144.444444444,136.833333333
38.0,36.5,36.5,64.8333333333,61.5454545455,64.7777777778,61.7083333333
205.0,192.0,192.0,209.5,206.727272727,206.333333333,202.25
116.0,115.0,115.0,166.0,169.272727273,184.166666667,177.75
24.0,28.5,28.5,36.8333333333,36.1818181818,40.2777777778,47.6666666667
66.0,56.5,56.5,65.0,58.2727272727,60.6111111111,58.4166666667
96.0,98.0,98.0,145.333333333,132.454545455,140.277777778,141.583333333
48.0,52.5,52.5,85.1666666667,78.3636363636,81.2777777778,77.75
108.0,101.5,101.5,132.666666667,122.909090909,127.388888889,125.041666667
42.0,34.5,34.5,62.1666666667,61.8181818182,65.0555555556,62.4583333333
44.0,58.5,58.5,119.5,149.181818182,167.888888889,162.083333333
31.0,31.0,31.0,40.5,38.8181818182,41.6666666667,40.9583333333
147.0,144.0,144.0,178.5,159.545454545,163.555555556,166.791666667
122.0,108.0,108.0,188.5,177.272727273,169.888888889,163.5
61.0,56.5,56.5,88.0,89.0909090909,87.1666666667,81.9583333333
36.0,35.0,35.0,41.5,41.0,41.2222222222,38.8333333333
51.0,50.0,50.0,80.0,74.5454545455,76.0555555556,73.875
56.0,58.0,58.0,90.1666666667,85.7272727273,88.7777777778,85.9583333333
39.0,39.5,39.5,55.6666666667,55.1818181818,60.2222222222,59.0416666667
83.0,72.0,72.0,89.8333333333,76.8181818182,81.6666666667,75.75
63.0,78.0,78.0,104.333333333,100.545454545,100.5,98.7083333333
33.0,27.5,27.5,34.6666666667,32.4545454545,36.3888888889,34.4583333333
71.0,68.5,68.5,103.5,95.2727272727,99.8333333333,95.9583333333
155.0,154.5,154.5,176.666666667,172.636363636,166.5,161.833333333
32.0,29.0,29.0,39.1666666667,41.1818181818,40.8888888889,39.0416666667
74.0,66.5,66.5,71.5,64.1818181818,61.5,58.25
72.0,74.5,74.5,117.0,114.454545455,119.666666667,113.791666667
181.0,195.5,195.5,330.5,304.363636364,318.944444444,308.625
120.0,114.5,114.5,177.833333333,178.272727273,182.666666667,170.916666667
21.0,24.5,24.5,39.5,41.5454545455,65.1111111111,71.4583333333
101.0,98.5,98.5,155.666666667,145.818181818,156.388888889,155.833333333
60.0,62.0,62.0,101.5,92.3636363636,94.2777777778,91.1666666667
61.0,71.5,71.5,120.166666667,114.909090909,118.5,110.791666667
60.0,59.0,59.0,88.1666666667,85.6363636364,85.8888888889,82.7916666667
183.0,191.5,191.5,234.333333333,225.272727273,230.611111111,227.875
84.0,79.0,79.0,141.666666667,131.181818182,133.444444444,126.25
78.0,75.5,75.5,91.8333333333,87.8181818182,85.7222222222,85.8333333333
56.0,66.5,66.5,80.8333333333,72.4545454545,74.7777777778,72.9583333333
197.0,166.5,166.5,190.333333333,186.0,200.222222222,201.0
81.0,81.0,81.0,146.0,124.909090909,137.222222222,131.291666667
72.0,68.5,68.5,105.0,97.8181818182,101.166666667,95.9166666667
161.0,145.5,145.5,168.333333333,155.181818182,162.555555556,159.791666667
130.0,117.0,117.0,146.5,145.272727273,158.166666667,156.791666667
27.0,33.0,33.0,56.5,47.0909090909,49.4444444444,50.1666666667
38.0,45.5,45.5,72.0,66.9090909091,67.6111111111,66.5
82.0,66.5,66.5,101.333333333,92.9090909091,94.1111111111,92.8333333333
49.0,42.5,42.5,53.0,51.2727272727,58.6666666667,57.75
87.0,74.5,74.5,114.333333333,106.272727273,105.833333333,101.75
326.0,300.5,300.5,412.833333333,390.636363636,388.0,372.333333333
68.0,62.0,62.0,90.3333333333,84.2727272727,93.1666666667,93.5
32.0,29.5,29.5,44.1666666667,40.7272727273,41.3333333333,40.5416666667
49.0,55.0,55.0,86.5,90.2727272727,86.8888888889,86.0
119.0,127.5,127.5,172.0,155.909090909,159.5,152.333333333
38.0,29.5,29.5,48.3333333333,46.8181818182,46.5,44.5
56.0,70.0,70.0,99.6666666667,101.454545455,101.666666667,94.8333333333
102.0,91.0,91.0,128.5,130.727272727,132.944444444,132.375
152.0,159.5,159.5,218.5,205.272727273,216.222222222,210.041666667
132.0,127.0,127.0,163.0,162.818181818,165.666666667,161.666666667
61.0,64.0,64.0,89.5,84.1818181818,87.4444444444,86.375
85.0,84.0,84.0,133.333333333,123.272727273,131.222222222,123.375
72.0,67.5,67.5,100.0,96.7272727273,95.7777777778,90.875
65.0,60.5,60.5,94.3333333333,91.0909090909,100.666666667,99.75
17.0,26.0,26.0,28.1666666667,34.4545454545,34.5555555556,34.6666666667
66.0,62.0,62.0,79.1666666667,81.6363636364,88.7777777778,88.25
57.0,56.0,56.0,76.6666666667,74.3636363636,75.8888888889,71.625
84.0,90.0,90.0,153.0,133.272727273,133.055555556,123.875
31.0,33.5,33.5,49.5,44.6363636364,45.5555555556,43.1666666667
256.0,247.5,247.5,309.166666667,286.545454545,291.388888889,283.375
66.0,72.5,72.5,86.8333333333,69.5454545455,64.6111111111,62.875
13.0,25.0,25.0,44.6666666667,43.0909090909,49.5,47.2916666667
53.0,48.0,48.0,70.3333333333,67.4545454545,73.4444444444,68.5
157.0,156.5,156.5,168.333333333,160.272727273,161.388888889,159.291666667
28.0,26.0,26.0,194.333333333,120.636363636,84.2222222222,68.9166666667
30.0,30.5,30.5,50.0,44.3636363636,52.1111111111,49.6666666667
70.0,78.0,78.0,118.666666667,110.636363636,113.833333333,109.958333333
162.0,176.5,176.5,238.0,225.727272727,235.166666667,227.916666667
75.0,87.0,87.0,95.8333333333,109.272727273,108.944444444,105.0
38.0,31.5,31.5,53.3333333333,52.8181818182,54.8333333333,52.9166666667
7.0,11.0,11.0,7.33333333333,7.1,7.11764705882,6.34782608696
56.0,50.0,50.0,67.8333333333,60.1818181818,61.2222222222,57.0833333333
52.0,56.5,56.5,82.0,77.4545454545,79.2777777778,75.9583333333
116.0,117.5,117.5,151.0,143.090909091,145.055555556,142.041666667
166.0,159.0,159.0,197.666666667,185.454545455,207.388888889,191.166666667
89.0,106.0,106.0,149.833333333,133.454545455,150.833333333,148.958333333
76.0,91.5,91.5,110.0,115.636363636,114.444444444,110.958333333
216.0,188.5,188.5,255.333333333,240.181818182,244.0,235.208333333
180.0,157.0,157.0,251.333333333,227.272727273,229.555555556,221.375
13.0,18.0,18.0,21.8333333333,20.9090909091,21.7222222222,19.5833333333
43.0,46.5,46.5,67.1666666667,63.6363636364,67.3888888889,64.8333333333
46.0,44.0,44.0,76.3333333333,72.0909090909,74.2222222222,68.4583333333
66.0,72.5,72.5,90.1666666667,90.2727272727,85.3888888889,80.8333333333
42.0,38.0,38.0,55.1666666667,56.5454545455,59.1111111111,54.4583333333
80.0,83.0,83.0,100.666666667,87.5454545455,83.6666666667,81.625
164.0,162.0,162.0,272.5,258.090909091,291.111111111,281.416666667
50.0,56.0,56.0,74.6666666667,72.5454545455,73.1111111111,73.25
72.0,66.0,66.0,90.6666666667,91.8181818182,89.2222222222,86.0416666667
74.0,67.5,67.5,97.3333333333,88.0,99.2777777778,95.625
20.0,17.5,17.5,31.3333333333,28.5454545455,27.6666666667,39.7916666667
60.0,60.0,65.0,96.0,87.0909090909,88.8333333333,86.4166666667
62.0,62.0,72.0,83.3333333333,80.6363636364,83.7777777778,81.2916666667
67.0,67.0,72.0,88.8333333333,84.6363636364,88.2222222222,87.125
96.0,96.0,104.5,155.166666667,137.0,133.055555556,125.5
58.0,58.0,62.0,77.8333333333,81.5454545455,89.3333333333,88.625
42.0,42.0,44.0,75.8333333333,73.0,73.8333333333,68.6666666667
167.0,167.0,168.0,217.333333333,209.727272727,217.555555556,210.166666667
56.0,56.0,72.5,96.1666666667,92.7272727273,101.055555556,100.625
26.0,26.0,25.5,39.3333333333,40.9090909091,41.0,39.0416666667
77.0,77.0,74.0,80.0,71.6363636364,74.5555555556,73.4166666667
62.0,62.0,75.5,111.333333333,103.272727273,104.055555556,101.541666667
99.0,99.0,88.5,112.833333333,111.272727273,109.222222222,105.875
23.0,23.0,19.5,21.3333333333,21.3636363636,21.8333333333,19.5416666667
34.0,34.0,30.0,55.3333333333,52.6363636364,53.9444444444,51.875
79.0,79.0,73.0,92.1666666667,89.7272727273,84.1111111111,79.5833333333
141.0,141.0,148.0,174.0,159.363636364,166.388888889,167.083333333
50.0,50.0,45.5,68.5,63.5454545455,67.5555555556,65.125
34.0,34.0,33.5,40.5,42.0909090909,40.8333333333,38.9166666667
136.0,136.0,154.0,188.666666667,186.727272727,201.0,201.916666667
123.0,123.0,113.5,153.666666667,133.909090909,152.722222222,149.708333333
65.0,65.0,64.5,103.166666667,99.8181818182,101.055555556,96.3333333333
61.0,61.0,64.0,89.5,92.5454545455,88.6666666667,87.25
47.0,47.0,49.5,60.8333333333,58.9090909091,59.6666666667,58.125
49.0,49.0,59.5,87.3333333333,75.6363636364,76.8333333333,74.2916666667
37.0,37.0,30.0,48.5,45.3636363636,50.2777777778,48.5
25.0,25.0,34.0,56.8333333333,53.8181818182,54.8888888889,52.7083333333
84.0,84.0,85.5,104.833333333,103.727272727,100.833333333,96.0833333333
61.0,61.0,62.0,94.1666666667,88.3636363636,100.222222222,94.7916666667
59.0,59.0,53.5,67.3333333333,61.1818181818,59.4444444444,56.4583333333
36.0,36.0,38.0,51.6666666667,50.8181818182,58.1111111111,58.9166666667
122.0,122.0,132.5,166.833333333,164.090909091,166.833333333,162.291666667
210.0,210.0,232.0,338.5,310.454545455,322.833333333,311.0
66.0,66.0,79.5,106.0,94.8181818182,100.444444444,96.4166666667
55.0,55.0,53.0,77.5,74.4545454545,75.2222222222,70.9166666667
134.0,134.0,163.0,251.333333333,224.545454545,227.888888889,221.75
154.0,154.0,135.0,175.333333333,169.454545455,164.444444444,161.125
200.0,200.0,195.0,236.833333333,225.454545455,232.722222222,230.541666667
96.0,96.0,105.0,139.333333333,128.545454545,135.555555556,127.75
95.0,95.0,89.0,129.5,123.090909091,127.611111111,124.833333333
28.0,28.0,32.5,41.8333333333,44.2727272727,67.4444444444,74.6666666667
43.0,43.0,55.5,72.5,68.5454545455,73.1666666667,68.6666666667
100.0,100.0,99.5,144.666666667,132.454545455,139.5,142.291666667
114.0,114.0,124.5,163.833333333,170.909090909,185.722222222,179.083333333
27.0,27.0,42.0,65.0,63.7272727273,65.1111111111,62.9583333333
52.0,52.0,52.0,89.3333333333,89.4545454545,86.5555555556,82.8333333333
109.0,109.0,128.0,180.0,182.272727273,183.388888889,172.458333333
236.0,236.0,233.0,307.0,278.727272727,288.222222222,275.375
40.0,40.0,36.5,55.3333333333,56.1818181818,61.0555555556,58.7083333333
104.0,104.0,117.0,143.0,145.727272727,159.0,157.833333333
239.0,239.0,236.5,310.666666667,283.818181818,288.944444444,282.041666667
53.0,53.0,55.0,74.8333333333,68.3636363636,69.6111111111,67.125
119.0,119.0,124.5,151.666666667,141.272727273,144.888888889,142.833333333
30.0,30.0,27.0,35.5,28.9090909091,30.2777777778,28.9166666667
179.0,179.0,183.0,211.166666667,204.727272727,205.611111111,201.75
86.0,86.0,73.0,99.5,86.1818181818,82.5,81.6666666667
102.0,102.0,104.5,156.166666667,141.545454545,143.333333333,136.5
35.0,35.0,32.5,31.8333333333,35.3636363636,35.6111111111,35.4166666667
82.0,82.0,89.0,122.0,116.181818182,119.388888889,112.375
93.0,93.0,93.5,109.666666667,101.909090909,101.833333333,99.8333333333
123.0,123.0,112.5,126.833333333,122.181818182,125.777777778,125.875
39.0,39.0,38.0,56.8333333333,46.7272727273,49.5555555556,50.2083333333
34.0,34.0,35.5,57.3333333333,56.7272727273,58.5,53.9166666667
130.0,130.0,137.5,169.166666667,149.727272727,160.833333333,159.375
21.0,21.0,31.0,48.6666666667,46.3636363636,46.2222222222,44.125
60.0,60.0,65.0,95.3333333333,91.0909090909,88.7222222222,86.4166666667
94.0,94.0,119.0,192.666666667,177.272727273,169.222222222,164.541666667
31.0,31.0,30.5,41.8333333333,40.2727272727,41.8888888889,41.0416666667
96.0,96.0,105.0,161.166666667,149.363636364,158.388888889,156.916666667
24.0,24.0,25.5,195.5,121.454545455,83.6666666667,69.3333333333
63.0,63.0,62.0,101.5,97.3636363636,96.4444444444,90.8333333333
56.0,56.0,59.0,92.0,85.8181818182,94.6666666667,94.5
36.0,36.0,38.0,48.6666666667,44.2727272727,45.1666666667,43.4166666667
79.0,79.0,78.0,83.3333333333,68.7272727273,63.2222222222,62.1666666667
191.0,191.0,181.5,239.666666667,230.0,237.888888889,228.25
83.0,83.0,95.5,153.333333333,132.818181818,141.722222222,136.083333333
15.0,15.0,20.0,32.6666666667,29.0,28.1666666667,47.0
53.0,53.0,61.0,70.1666666667,66.8181818182,68.0,66.5
161.0,161.0,178.5,251.166666667,242.818181818,242.777777778,235.416666667
97.0,97.0,116.5,223.833333333,185.818181818,171.222222222,159.791666667
62.0,62.0,55.5,75.5,72.4545454545,73.7777777778,74.0
33.0,33.0,34.0,37.5,36.7272727273,40.9444444444,49.9583333333
73.0,73.0,77.0,90.5,86.9090909091,84.7777777778,86.75
136.0,136.0,148.5,175.166666667,157.363636364,160.444444444,152.5
51.0,51.0,63.5,99.0,91.7272727273,93.6666666667,92.0416666667
74.0,74.0,86.0,138.666666667,131.818181818,133.333333333,126.375
27.0,27.0,21.5,43.5,42.1818181818,41.6666666667,40.2083333333
35.0,35.0,32.0,64.6666666667,61.5454545455,65.2777777778,62.6666666667
152.0,152.0,151.5,194.5,183.0,208.0,190.875
77.0,77.0,85.5,122.0,115.909090909,119.777777778,114.375
65.0,65.0,59.0,89.8333333333,78.6363636364,80.3888888889,74.6666666667
81.0,81.0,91.0,148.5,126.636363636,136.722222222,133.875
15.0,15.0,9.5,7.0,6.6,6.82352941176,6.39130434783
57.0,57.0,59.5,88.8333333333,79.0909090909,81.6111111111,78.5
64.0,64.0,68.5,101.166666667,93.0909090909,96.1111111111,92.125
22.0,22.0,23.0,34.1666666667,32.3636363636,36.0,34.375
107.0,107.0,94.5,117.5,118.363636364,114.444444444,115.083333333
58.0,58.0,55.0,89.8333333333,87.9090909091,86.1111111111,83.75
83.0,83.0,81.0,137.5,122.909090909,131.833333333,124.833333333
80.0,80.0,91.0,131.333333333,129.181818182,131.833333333,133.5
61.0,61.0,57.5,81.5,77.8181818182,79.8888888889,76.5833333333
61.0,61.0,59.0,85.0,74.2727272727,81.1666666667,75.4583333333
86.0,86.0,83.0,117.666666667,110.454545455,115.111111111,111.458333333
156.0,156.0,144.5,164.5,160.727272727,159.444444444,158.0
44.0,44.0,45.0,64.3333333333,58.6363636364,60.1666666667,57.0833333333
160.0,160.0,196.0,285.333333333,265.272727273,295.388888889,283.375
31.0,31.0,25.0,51.1666666667,45.9090909091,51.8888888889,49.8333333333
73.0,73.0,69.0,136.333333333,153.545454545,172.277777778,165.875
68.0,68.0,81.0,100.166666667,93.9090909091,94.9444444444,93.2083333333
275.0,275.0,329.5,417.5,394.818181818,388.555555556,369.875
,104.0,151.0,149.166666667,134.181818182,154.470588235,149.75
,187.0,208.5,209.666666667,203.0,207.176470588,201.291666667
,76.0,94.0,99.8333333333,94.0,96.1764705882,92.875
,99.0,133.0,147.166666667,139.090909091,141.823529412,142.0
,40.0,44.0,48.3333333333,44.5454545455,45.7058823529,43.4583333333
,16.0,18.0,20.8333333333,20.6363636364,21.7647058824,19.3333333333
,107.0,140.0,157.333333333,141.818181818,145.764705882,137.833333333
,68.0,74.0,74.0,69.7272727273,74.9411764706,68.75
,26.0,40.5,59.0,53.5454545455,55.1176470588,52.4166666667
,23.0,45.5,48.3333333333,45.4545454545,51.0588235294,49.4166666667
,37.0,49.5,58.8333333333,57.4545454545,59.9411764706,53.9583333333
,24.0,33.0,34.3333333333,33.6363636364,36.8235294118,34.875
,29.0,47.0,69.0,61.7272727273,67.0588235294,63.6666666667
,232.0,288.0,293.333333333,274.0,303.352941176,286.125
,108.0,153.5,150.5,133.909090909,145.176470588,136.416666667
,52.0,76.0,94.3333333333,89.3636363636,88.5882352941,83.5416666667
,80.0,130.5,116.666666667,109.909090909,116.823529412,111.708333333
,41.0,53.5,52.6666666667,47.9090909091,47.7058823529,44.4583333333
,70.0,82.5,95.1666666667,87.0,90.5294117647,87.625
,49.0,70.5,74.1666666667,71.2727272727,74.4705882353,75.4583333333
,52.0,68.0,58.0,59.7272727273,60.4117647059,58.25
,61.0,100.5,102.0,98.3636363636,98.4117647059,91.7083333333
,143.0,153.5,171.333333333,161.181818182,169.470588235,162.625
,65.0,86.5,148.666666667,162.363636364,178.117647059,169.166666667
,37.0,46.5,54.5,46.4545454545,50.1764705882,50.5833333333
,54.0,68.5,83.0,77.0,81.0,77.0833333333
,83.0,107.5,132.666666667,125.363636364,129.529411765,126.833333333
,51.0,64.0,78.5,77.0,76.4117647059,71.1666666667
,24.0,29.5,33.5,28.4545454545,30.2941176471,28.3333333333
,102.0,120.5,137.166666667,131.909090909,134.882352941,135.0
,79.0,117.0,141.5,121.727272727,134.705882353,124.875
,64.0,94.0,105.666666667,101.909090909,103.176470588,97.4583333333
,145.0,154.0,170.166666667,148.363636364,162.647058824,160.458333333
,57.0,71.5,74.1666666667,67.4545454545,70.5882352941,66.375
,48.0,62.0,66.1666666667,59.6363636364,59.4705882353,55.625
,70.0,75.0,98.6666666667,94.4545454545,90.4117647059,87.5416666667
,57.0,81.5,83.8333333333,74.5454545455,82.3529411765,74.9583333333
,52.0,74.5,96.8333333333,88.0909090909,87.7647058824,84.375
,43.0,57.0,59.3333333333,56.2727272727,56.6470588235,53.7083333333
,19.0,32.5,52.0,46.6363636364,53.1176470588,50.0
,196.0,230.0,255.333333333,247.272727273,247.588235294,235.833333333
,30.0,26.0,31.8333333333,35.0,35.6470588235,36.875
,73.0,94.0,100.333333333,93.4545454545,98.0,93.0833333333
,172.0,181.5,196.166666667,192.0,204.823529412,203.083333333
,78.0,89.5,116.166666667,110.818181818,109.823529412,107.333333333
,46.0,71.0,78.0,74.6363636364,75.7058823529,69.125
,60.0,94.0,94.8333333333,83.2727272727,82.2941176471,81.9166666667
,254.0,314.5,340.5,310.727272727,329.470588235,313.125
,57.0,65.5,71.5,66.0909090909,67.3529411765,63.0
,77.0,94.0,77.5,65.7272727273,62.2941176471,60.8333333333
,147.0,175.5,183.666666667,184.363636364,187.764705882,173.708333333
,62.0,90.0,92.8333333333,87.0909090909,96.9411764706,96.2083333333
,114.0,138.5,140.166666667,129.818181818,137.882352941,128.166666667
,81.0,102.5,91.0,85.0909090909,85.4705882353,87.7916666667
,16.0,34.0,43.8333333333,42.6363636364,42.5294117647,40.75
,94.0,100.5,101.333333333,94.6363636364,96.5294117647,94.1666666667
,101.0,124.0,151.666666667,130.0,140.0,135.333333333
,161.0,200.5,171.0,156.545454545,161.882352941,152.083333333
,25.0,36.5,32.5,29.0,28.9411764706,53.7916666667
,192.0,247.0,256.166666667,227.0,233.411764706,223.75
,40.0,52.5,50.5,52.7272727273,59.4117647059,60.6666666667
,70.0,73.5,85.5,76.5454545455,78.4705882353,75.5
,87.0,103.5,102.666666667,104.363636364,101.823529412,95.5
,63.0,90.0,93.0,90.0909090909,102.529411765,95.375
,35.0,39.0,35.0,37.6363636364,41.4117647059,52.125
,133.0,138.5,159.166666667,157.818181818,159.647058824,158.333333333
,69.0,77.5,69.3333333333,66.1818181818,68.8823529412,66.625
,155.0,172.5,168.166666667,156.181818182,167.882352941,167.916666667
,113.0,143.0,159.166666667,135.909090909,135.235294118,124.875
,94.0,119.5,122.5,118.181818182,122.294117647,114.25
,66.0,58.0,78.1666666667,84.4545454545,91.1764705882,89.5416666667
,230.0,279.5,294.5,279.090909091,291.294117647,275.5
,151.0,199.5,196.333333333,182.454545455,211.294117647,191.958333333
,144.0,165.5,202.833333333,180.181818182,173.647058824,165.333333333
,82.0,97.5,121.0,116.272727273,114.882352941,115.208333333
,114.0,151.0,169.5,153.909090909,162.058823529,160.083333333
,82.0,95.5,83.3333333333,80.0,85.0588235294,83.0
,46.0,62.0,64.1666666667,59.0,61.1176470588,56.4583333333
,136.0,164.5,227.0,187.545454545,175.588235294,160.958333333
,53.0,57.5,87.8333333333,76.0,81.2941176471,74.625
,116.0,171.5,178.666666667,165.727272727,165.058823529,160.5
,30.0,34.0,39.6666666667,39.9090909091,42.5294117647,41.2083333333
,102.0,115.5,125.833333333,119.363636364,125.941176471,126.583333333
,33.0,44.5,40.8333333333,41.7272727273,41.2352941176,38.9166666667
,135.0,179.0,169.5,176.363636364,189.941176471,181.666666667
,130.0,140.5,149.333333333,143.636363636,146.411764706,144.25
,130.0,146.5,147.5,151.181818182,162.235294118,159.75
,172.0,231.0,239.333333333,226.272727273,240.647058824,227.625
,77.0,80.5,89.1666666667,84.1818181818,89.4705882353,87.625
,4.0,5.0,5.33333333333,5.5,6.3125,5.91304347826
,384.0,454.0,423.333333333,395.818181818,395.235294118,372.958333333
,94.0,102.5,109.166666667,101.454545455,102.352941176,100.25
,62.0,82.0,91.5,78.9090909091,83.0588235294,78.6666666667
,33.0,51.0,56.6666666667,57.2727272727,62.2941176471,59.1666666667
,169.0,215.5,214.0,208.363636364,220.529411765,210.791666667
,190.0,200.5,236.0,225.181818182,234.647058824,231.25
,67.0,88.5,97.5,92.2727272727,90.2941176471,88.375
,89.0,99.5,111.166666667,103.636363636,106.529411765,102.375
,71.0,78.0,77.5,70.4545454545,74.4117647059,73.0416666667
,234.0,299.0,306.833333333,282.454545455,291.882352941,281.291666667
,89.0,103.5,97.8333333333,95.0909090909,103.705882353,103.833333333
,41.0,64.0,68.6666666667,63.1818181818,68.5882352941,64.7083333333
,93.0,99.5,105.666666667,96.2727272727,102.470588235,96.625
,25.0,33.5,40.3333333333,40.3636363636,41.8823529412,39.1666666667
,37.0,45.0,42.0,47.6363636364,69.7647058824,77.9166666667
,67.0,86.5,91.8333333333,86.2727272727,84.4117647059,78.3333333333
,96.0,117.5,121.333333333,116.0,121.588235294,112.75
,27.0,31.5,196.666666667,120.818181818,87.1764705882,69.9583333333
,98.0,152.5,140.166666667,135.727272727,136.823529412,126.958333333
57.0,71.5,87.6666666667,70.5714285714,66.5,69.5555555556,67.44
254.0,314.5,397.666666667,327.571428571,306.416666667,325.333333333,315.24
60.0,94.0,105.0,90.4285714286,80.75,84.0,82.52
52.0,74.5,98.0,92.2857142857,85.8333333333,86.7222222222,84.68
89.0,103.5,119.666666667,95.2857142857,94.25,101.666666667,106.16
48.0,62.0,74.3333333333,63.7142857143,58.9166666667,58.5555555556,56.56
25.0,36.5,39.0,31.0,27.3333333333,27.7777777778,61.12
4.0,5.0,4.0,5.42857142857,5.36363636364,6.0,6.16666666667
23.0,45.5,54.0,45.0,46.5,50.2777777778,50.08
130.0,140.5,155.666666667,144.714285714,140.25,146.222222222,144.72
30.0,34.0,44.6666666667,36.7142857143,39.5,42.2222222222,42.16
108.0,153.5,185.333333333,140.0,130.833333333,143.055555556,139.16
61.0,100.5,119.333333333,98.2857142857,95.3333333333,97.6666666667,92.48
62.0,90.0,102.0,89.2857142857,87.4166666667,95.6111111111,97.92
49.0,70.5,84.3333333333,70.4285714286,70.3333333333,74.0,77.28
135.0,179.0,194.333333333,173.142857143,173.25,187.055555556,183.0
77.0,80.5,98.0,89.0,82.6666666667,88.4444444444,88.6
63.0,90.0,106.666666667,90.0,90.5833333333,100.166666667,96.08
52.0,68.0,75.3333333333,56.8571428571,57.6666666667,59.6666666667,58.92
130.0,146.5,160.0,145.142857143,149.416666667,161.444444444,159.48
96.0,117.5,143.333333333,118.857142857,114.083333333,119.277777778,114.16
107.0,140.0,181.333333333,151.571428571,138.833333333,144.0,139.16
230.0,279.5,327.333333333,282.714285714,277.583333333,286.611111111,279.64
155.0,172.5,205.333333333,162.428571429,155.0,168.0,171.24
114.0,138.5,161.333333333,137.714285714,127.5,135.722222222,130.16
69.0,77.5,83.0,68.7142857143,65.9166666667,68.7222222222,67.8
29.0,47.0,69.3333333333,67.2857142857,60.9166666667,66.7777777778,63.72
66.0,58.0,81.3333333333,77.1428571429,83.9166666667,91.5,91.28
71.0,78.0,89.3333333333,74.5714285714,69.8333333333,73.3333333333,73.76
41.0,53.5,54.3333333333,49.4285714286,46.8333333333,46.8333333333,44.64
192.0,247.0,288.0,246.714285714,221.583333333,231.888888889,226.52
232.0,288.0,326.0,281.571428571,272.25,299.388888889,288.2
82.0,97.5,130.666666667,119.714285714,115.333333333,114.666666667,115.16
144.0,165.5,229.0,198.142857143,176.0,171.222222222,165.44
384.0,454.0,476.666666667,410.857142857,394.916666667,390.388888889,375.52
196.0,230.0,266.0,246.857142857,245.0,245.722222222,237.8
94.0,119.5,139.666666667,128.142857143,116.0,120.555555556,115.4
43.0,57.0,65.3333333333,58.0,54.75,56.2777777778,54.16
25.0,33.5,44.6666666667,42.0,39.3333333333,41.2777777778,39.72
234.0,299.0,331.666666667,291.0,280.583333333,290.277777778,284.92
